"id"	"length"	"DP1"	"DP2"	"DW1"	"DW2"	"NP1"	"NP2"	"NW1"	"NW2"	"H2O_DMSO_1"	"H2O_DMSO_2"	"H2O_DMSO_3"	"H2O_Nutlin_1"	"H2O_Nutlin_2"	"H2O_Nutlin_3"	"Peg_6_DMSO_1"	"Peg_6_DMSO_2"	"Peg6_DMSO_3"	"Peg6_Nutlin_1"	"Peg6_Nutlin_2"	"Peg6_Nutlin_3"	"gene"	"a_type"	"a_num"	"accession"	"sums"	"normalized_sums"
"NM_001304344_ERMN"	3634	5	11	5	9	19	7	15	5	2	0	2	2	3	0	5	4	1	7	7	1	"ERMN"	"NM"	"001304344"	"NM_001304344"	110	0.0302696752889378
"NM_024896_ERMP1"	5377	1571	1530	1224	1376	2186	1628	1401	759	1955	1482	1972	3045	2101	2340	2663	2174	2297	2432	2637	2347	"ERMP1"	"NM"	"024896"	"NM_024896"	39120	7.27543239724754
"NM_001433_ERN1"	7895	638	700	510	613	893	742	568	650	459	293	1090	564	400	1256	606	487	1097	506	487	1223	"ERN1"	"NM"	"001433"	"NM_001433"	13782	1.74566181127296
"NM_001308220_ERN2"	3181	23	15	13	14	27	18	18	36	4	0	20	1	1	28	5	2	16	5	1	20	"ERN2"	"NM"	"001308220"	"NM_001308220"	267	0.0839358692235146
"NM_014584_ERO1A"	5139	2523	2422	2090	2385	3800	2526	2195	1253	2379	2695	7870	3647	3595	8750	3242	3592	9121	2883	4248	9127	"ERO1A"	"NM"	"014584"	"NM_014584"	80343	15.6339754816112
"NM_019891_ERO1B"	4994	169	145	142	167	226	138	168	54	522	149	1084	811	185	1129	693	196	1124	631	265	1116	"ERO1B"	"NM"	"019891"	"NM_019891"	9114	1.82498998798558
"NM_001300784_ERP27"	1378	1	0	1	0	3	2	1	3	0	2	2	2	1	7	2	1	6	2	0	8	"ERP27"	"NM"	"001300784"	"NM_001300784"	44	0.0319303338171263
"NM_006817_ERP29"	1623	1529	1762	1099	1455	2249	2154	1420	1539	3560	2443	9755	3849	2585	11257	3972	3285	11773	4033	3577	10889	"ERP29"	"NM"	"006817"	"NM_006817"	84185	51.8699938385706
"NM_015051_ERP44"	4805	668	696	510	569	967	641	571	322	1252	874	2915	1783	1069	3595	1658	1215	3601	1721	1426	3390	"ERP44"	"NM"	"015051"	"NM_015051"	29443	6.12757544224766
"NM_018948_ERRFI1"	3097	12450	12235	9824	12126	19537	13814	10101	7575	18729	12692	24750	21628	12348	26416	23102	17720	28394	18095	18112	28964	"ERRFI1"	"NM"	"018948"	"NM_018948"	348612	112.564417177914
"NM_001007253_ERV3-1"	3206	100	127	75	98	134	95	71	92	240	67	334	355	90	366	329	110	409	285	90	339	"ERV3-1"	"NM"	"001007253"	"NM_001007253"	3806	1.18714909544604
"NM_001348050_ERV3-1-ZNF117"	8196	94	106	102	132	130	80	136	57	216	95	462	334	141	542	271	120	491	249	196	531	"ERV3-1-ZNF117"	"NM"	"001348050"	"NM_001348050"	4485	0.547218155197657
"NM_207582_ERVFRD-1"	3191	102	130	104	90	163	108	111	67	1	0	8	1	2	0	3	5	8	3	3	7	"ERVFRD-1"	"NM"	"207582"	"NM_207582"	916	0.287057348793482
"NM_001308491_ERVH48-1"	2294	19	35	25	27	26	28	33	27	5	1	12	6	5	9	7	7	15	13	1	34	"ERVH48-1"	"NM"	"001308491"	"NM_001308491"	335	0.146033129904098
"NR_040023_ERVK13-1"	8336	640	649	513	582	718	546	582	450	160	112	261	262	147	312	186	165	267	244	228	258	"ERVK13-1"	"NR"	"040023"	"NR_040023"	7282	0.873560460652591
"NR_144445_ERVK3-1"	1408	520	551	448	578	662	673	462	479	632	488	1791	626	417	1947	712	694	2209	670	613	1800	"ERVK3-1"	"NR"	"144445"	"NR_144445"	16972	12.0539772727273
"NM_024534_ERVMER34-1"	2985	659	712	493	654	992	766	608	526	218	588	462	317	754	541	274	894	558	296	999	566	"ERVMER34-1"	"NM"	"024534"	"NM_024534"	11877	3.97889447236181
"NM_152473_ERVV-1"	2490	7	3	0	3	4	4	3	1	1	1	2	0	0	2	0	0	1	0	0	2	"ERVV-1"	"NM"	"152473"	"NM_152473"	34	0.0136546184738956
"NM_001191055_ERVV-2"	3033	0	1	0	2	1	0	1	4	1	0	1	0	0	0	1	0	0	0	1	1	"ERVV-2"	"NM"	"001191055"	"NM_001191055"	14	0.00461589185624794
"NM_014590_ERVW-1"	3044	51	68	36	57	69	53	54	28	4	5	23	11	7	32	12	14	22	14	15	27	"ERVW-1"	"NM"	"014590"	"NM_014590"	602	0.197766097240473
"NM_138961_ESAM"	1829	132	147	123	121	219	158	125	167	198	140	549	224	165	699	224	191	606	251	224	664	"ESAM"	"NM"	"138961"	"NM_138961"	5327	2.91252050300711
"NM_052911_ESCO1"	4488	756	652	547	661	909	528	729	245	410	700	1039	585	636	1090	523	988	1425	464	973	1251	"ESCO1"	"NM"	"052911"	"NM_052911"	15111	3.36697860962567
"NM_001017420_ESCO2"	3727	838	758	682	702	1186	710	812	245	165	970	943	239	817	806	249	1373	1286	167	1377	968	"ESCO2"	"NM"	"001017420"	"NM_001017420"	15293	4.10330024148108
"NM_001984_ESD"	1121	1380	1420	1166	1214	2540	1455	1362	817	1634	2532	4089	1728	2142	4280	2064	3705	6263	1821	3359	5202	"ESD"	"NM"	"001984"	"NM_001984"	50173	44.757359500446
"NM_001276380_ESF1"	3205	970	937	831	913	1329	821	887	317	1790	1423	8503	2455	1212	9897	2275	1887	10815	2371	1948	9214	"ESF1"	"NM"	"001276380"	"NM_001276380"	60795	18.9687987519501
"NM_001135604_ESM1"	1946	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	"ESM1"	"NM"	"001135604"	"NM_001135604"	3	0.00154162384378212
"NM_012291_ESPL1"	6623	3188	3461	2661	3286	3980	3551	2803	3849	320	1765	2345	442	1869	2506	435	2688	2311	405	2366	2748	"ESPL1"	"NM"	"012291"	"NM_012291"	46979	7.09331118828326
"NM_031475_ESPN"	3543	1004	1112	846	1084	1278	1280	936	1948	568	379	1644	818	406	1806	950	588	1930	736	513	1952	"ESPN"	"NM"	"031475"	"NM_031475"	21778	6.14676827547276
"NM_001308370_ESPNL"	3610	12	3	7	9	3	12	8	20	40	1	74	37	3	77	31	5	93	65	3	100	"ESPNL"	"NM"	"001308370"	"NM_001308370"	603	0.167036011080332
"NR_026567_ESPNP"	2015	240	233	172	255	300	289	209	392	63	74	164	82	64	211	97	114	197	86	103	197	"ESPNP"	"NR"	"026567"	"NR_026567"	3542	1.75781637717122
"NM_001328100_ESR1"	5430	27	38	11	23	35	20	41	6	4	6	5	3	9	0	4	7	0	10	5	2	"ESR1"	"NM"	"001328100"	"NM_001328100"	256	0.0471454880294659
"NM_001271877_ESR2"	1518	30	36	31	28	39	27	19	41	15	12	11	10	10	12	18	16	19	15	14	16	"ESR2"	"NM"	"001271877"	"NM_001271877"	419	0.276021080368906
"NR_027122_ESRG"	3138	117	118	86	95	95	115	79	152	27	20	11	36	31	9	36	23	12	36	31	16	"ESRG"	"NR"	"027122"	"NR_027122"	1145	0.364882090503505
"NM_017697_ESRP1"	3768	1927	2036	1551	1741	3091	2145	1809	1142	2993	2371	4739	3745	2309	4178	4087	3510	6055	3072	3175	5308	"ESRP1"	"NM"	"017697"	"NM_017697"	60984	16.1847133757962
"NM_024939_ESRP2"	3429	1782	1903	1383	1759	2089	1963	1603	2088	605	908	1297	896	922	1433	753	1370	1322	848	1171	1576	"ESRP2"	"NM"	"024939"	"NM_024939"	27671	8.06969962088072
"NM_004451_ESRRA"	2271	1063	1204	767	1087	1442	1387	969	1430	1024	951	2307	1215	809	2262	1332	1359	2853	1258	1178	2655	"ESRRA"	"NM"	"004451"	"NM_004451"	28552	12.5724350506385
"NM_004452_ESRRB"	3014	27	36	31	33	31	24	21	45	19	27	100	29	39	124	28	42	98	34	40	130	"ESRRB"	"NM"	"004452"	"NM_004452"	958	0.3178500331785
"NM_001134285_ESRRG"	5261	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	"ESRRG"	"NM"	"001134285"	"NM_001134285"	6	0.0011404675917126
"NM_022719_ESS2"	5359	711	729	483	624	867	864	611	853	398	533	1409	449	473	1629	461	694	1482	498	656	1423	"ESS2"	"NM"	"022719"	"NM_022719"	15847	2.95708154506438
"NM_153448_ESX1"	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"ESX1"	"NM"	"153448"	"NM_153448"	0	0
"NM_015292_ESYT1"	4247	3341	3623	2699	3183	4604	3891	2892	3564	2309	3326	7236	2949	3959	8706	2753	4521	7955	2859	5023	8522	"ESYT1"	"NM"	"015292"	"NM_015292"	87915	20.7004944666824
"NM_001367773_ESYT2"	5902	5020	5134	3724	4501	7495	5607	4663	4165	3452	4881	6083	4977	5959	6835	4460	7109	6314	4065	7614	6602	"ESYT2"	"NM"	"001367773"	"NM_001367773"	108660	18.4107082344968
"NM_001322834_ESYT3"	6717	76	74	62	60	99	65	78	29	17	8	15	13	4	15	18	15	11	15	7	26	"ESYT3"	"NM"	"001322834"	"NM_001322834"	707	0.10525532231651
"NM_019002_ETAA1"	4948	311	321	211	255	407	249	279	139	136	443	915	253	509	982	171	688	1079	191	705	1132	"ETAA1"	"NM"	"019002"	"NM_019002"	9376	1.8949070331447
"NM_001355522_ETDA"	631	1	0	4	0	2	0	2	1	2	2	4	5	1	3	0	1	3	1	2	4	"ETDA"	"NM"	"001355522"	"NM_001355522"	38	0.0602218700475436
"NM_001355519_ETDB"	680	1	2	4	1	1	0	2	1	1	2	4	5	1	3	0	1	3	2	2	3	"ETDB"	"NM"	"001355519"	"NM_001355519"	39	0.0573529411764706
"NM_001358449_ETDC"	180	3	2	2	3	3	5	0	2	0	2	0	1	1	0	0	0	0	0	1	0	"ETDC"	"NM"	"001358449"	"NM_001358449"	25	0.138888888888889
"NM_004730_ETF1"	3682	5834	5541	4587	5084	8598	6122	5288	2741	5802	8047	11758	7538	7107	12513	8344	11453	14708	6309	10838	13443	"ETF1"	"NM"	"004730"	"NM_004730"	161655	43.9041281912004
"NM_001127716_ETFA"	1207	1200	1210	857	965	1928	1238	1103	619	1495	2228	4033	1573	1764	4346	1961	2932	6522	1670	2709	5200	"ETFA"	"NM"	"001127716"	"NM_001127716"	45553	37.7406793703397
"NM_001985_ETFB"	872	1202	1482	870	1163	1962	1877	992	1320	1796	1240	2787	1516	1064	2631	1910	1707	4299	1968	1583	3087	"ETFB"	"NM"	"001985"	"NM_001985"	36456	41.8073394495413
"NM_001135863_ETFBKMT"	6126	133	136	94	114	184	109	103	23	348	123	648	486	124	608	479	165	833	428	191	805	"ETFBKMT"	"NM"	"001135863"	"NM_001135863"	6134	1.00130590923931
"NM_004453_ETFDH"	3111	299	376	301	315	572	389	309	218	274	396	1623	372	419	1734	387	589	2076	378	645	1824	"ETFDH"	"NM"	"004453"	"NM_004453"	13496	4.33815493410479
"NM_001001660_ETFRF1"	1242	73	50	50	49	108	39	55	14	171	73	326	222	84	346	193	91	485	164	130	439	"ETFRF1"	"NM"	"001001660"	"NM_001001660"	3162	2.54589371980676
"NM_014297_ETHE1"	920	457	525	357	463	620	678	375	710	813	538	806	789	435	885	930	705	1080	868	651	973	"ETHE1"	"NM"	"014297"	"NM_014297"	13658	14.845652173913
"NM_018638_ETNK1"	7063	2486	2119	1849	2190	3869	2339	2415	1025	2503	2211	5627	3579	2649	5676	3398	3114	7477	2885	3511	6717	"ETNK1"	"NM"	"018638"	"NM_018638"	67639	9.57652555571287
"NM_001297761_ETNK2"	2215	218	244	195	218	332	290	235	367	295	328	950	357	249	919	409	445	1228	315	370	1079	"ETNK2"	"NM"	"001297761"	"NM_001297761"	9043	4.08261851015801
"NM_001331033_ETNPPL"	1967	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	"ETNPPL"	"NM"	"001331033"	"NM_001331033"	9	0.00457549567869853
"NM_005238_ETS1"	5238	1216	1192	942	1133	1743	1257	995	741	1801	369	8	2709	426	10	2027	553	10	1653	518	18	"ETS1"	"NM"	"005238"	"NM_005238"	19321	3.68862161130202
"NR_120581_ETS1-AS1"	1381	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"ETS1-AS1"	"NR"	"120581"	"NR_120581"	5	0.00362056480811007
"NM_005239_ETS2"	3667	1194	1252	918	1181	1732	1376	872	1161	2963	1360	3277	2961	1120	3567	4055	1973	4136	2997	1705	4289	"ETS2"	"NM"	"005239"	"NM_005239"	44089	12.0231797109354
"NM_001370555_ETV1"	6310	263	231	198	205	374	223	263	143	287	331	882	375	291	907	399	480	1397	302	415	1208	"ETV1"	"NM"	"001370555"	"NM_001370555"	9174	1.45388272583201
"NM_001304549_ETV2"	926	12	12	8	9	20	11	10	11	14	9	28	13	5	39	14	6	40	9	6	40	"ETV2"	"NM"	"001304549"	"NM_001304549"	316	0.341252699784017
"NM_001145312_ETV3"	5282	1100	1177	755	1036	1712	1399	965	883	1422	1040	2488	1606	999	2395	1852	1596	3048	1435	1303	2735	"ETV3"	"NM"	"001145312"	"NM_001145312"	30946	5.85876561908368
"NM_001004341_ETV3L"	1977	70	59	47	64	95	101	49	57	23	29	27	27	31	7	38	54	31	28	31	22	"ETV3L"	"NM"	"001004341"	"NM_001004341"	890	0.450177035913
"NM_001261439_ETV4"	1571	530	580	417	548	734	701	508	719	628	594	3265	570	521	3216	715	831	3911	606	834	4109	"ETV4"	"NM"	"001261439"	"NM_001261439"	24537	15.6187141947804
"NM_004454_ETV5"	4082	1477	1455	1067	1252	2141	1634	1299	1158	2471	1770	5655	2806	1547	5352	3487	2548	6862	2575	2354	6450	"ETV5"	"NM"	"004454"	"NM_004454"	55360	13.561979421852
"NM_001987_ETV6"	5978	373	386	298	341	576	431	305	330	685	352	990	907	323	1059	955	496	1022	793	481	1087	"ETV6"	"NM"	"001987"	"NM_001987"	12190	2.03914352626296
"NM_001207035_ETV7"	1635	8	15	15	2	11	8	11	14	6	4	6	12	8	7	13	9	7	11	10	15	"ETV7"	"NM"	"001207035"	"NM_001207035"	192	0.11743119266055
"NM_001135032_EVA1A"	1828	18	18	8	16	29	25	12	10	26	24	1	25	16	1	32	28	5	19	40	1	"EVA1A"	"NM"	"001135032"	"NM_001135032"	354	0.193654266958424
"NM_001304762_EVA1B"	980	223	263	164	191	241	266	176	364	236	148	515	296	138	463	337	191	637	253	198	541	"EVA1B"	"NM"	"001304762"	"NM_001304762"	5841	5.96020408163265
"NM_001320744_EVA1C"	1350	480	480	362	414	677	580	368	547	441	466	564	501	414	546	517	551	674	548	570	659	"EVA1C"	"NM"	"001320744"	"NM_001320744"	10359	7.67333333333333
"NR_125857_EVADR"	673	2	2	2	3	3	7	0	3	0	0	1	1	0	0	0	1	0	2	0	0	"EVADR"	"NR"	"125857"	"NR_125857"	27	0.0401188707280832
"NM_001306092_EVC"	1974	4	3	7	4	2	2	4	9	1	0	0	0	1	0	0	0	0	0	0	0	"EVC"	"NM"	"001306092"	"NM_001306092"	37	0.0187436676798379
"NM_001166136_EVC2"	4848	3	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	"EVC2"	"NM"	"001166136"	"NM_001166136"	7	0.00144389438943894
"NM_001003927_EVI2A"	2883	112	130	116	108	173	99	139	25	3	2	8	0	5	1	3	6	5	3	7	9	"EVI2A"	"NM"	"001003927"	"NM_001003927"	954	0.330905306971904
"NM_006495_EVI2B"	1937	130	112	77	104	113	69	104	18	0	0	19	7	3	5	1	3	7	2	3	17	"EVI2B"	"NM"	"006495"	"NM_006495"	794	0.409912235415591
"NM_005665_EVI5"	7409	923	863	744	813	1142	832	806	320	582	378	592	741	423	635	744	662	720	591	692	694	"EVI5"	"NM"	"005665"	"NM_005665"	13897	1.87569172627885
"NM_145245_EVI5L"	3870	319	330	211	338	360	395	260	457	314	134	594	320	159	516	405	224	734	378	225	742	"EVI5L"	"NM"	"145245"	"NM_145245"	7415	1.91602067183463
"NM_016337_EVL"	1834	109	122	68	112	154	149	92	161	115	114	241	183	103	253	178	149	285	120	150	283	"EVL"	"NM"	"016337"	"NM_016337"	3141	1.71264994547437
"NM_001988_EVPL"	6468	1998	2164	1584	2040	2143	2350	1588	3002	1215	690	1788	1262	716	1680	1397	1027	1590	1453	937	1878	"EVPL"	"NM"	"001988"	"NM_001988"	32502	5.02504638218924
"NM_001145127_EVPLL"	3956	138	128	91	165	196	185	129	228	51	28	32	39	26	21	36	49	17	35	36	20	"EVPLL"	"NM"	"001145127"	"NM_001145127"	1650	0.417087967644085
"NM_001989_EVX1"	2858	4	3	3	3	2	0	1	2	1	1	7	2	0	9	2	1	11	0	0	9	"EVX1"	"NM"	"001989"	"NM_001989"	61	0.0213435969209237
"NR_120507_EVX1-AS"	480	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	"EVX1-AS"	"NR"	"120507"	"NR_120507"	4	0.00833333333333333
"NM_001080458_EVX2"	1617	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	"EVX2"	"NM"	"001080458"	"NM_001080458"	5	0.00309214594928881
"NR_026949_EWSAT1"	2526	0	0	0	0	1	0	0	0	0	0	2	2	1	6	0	0	2	1	0	7	"EWSAT1"	"NR"	"026949"	"NR_026949"	22	0.00870942201108472
"NM_005243_EWSR1"	2400	5543	6280	4169	5327	7624	6840	4759	5857	5822	7697	20745	6990	6469	23944	7053	10797	23559	6603	9219	24002	"EWSR1"	"NM"	"005243"	"NM_005243"	199299	83.04125
"NM_152596_EXD1"	2996	7	7	3	6	12	2	5	5	5	0	8	2	0	20	1	0	6	8	3	22	"EXD1"	"NM"	"152596"	"NM_152596"	122	0.0407209612817089
"NM_018199_EXD2"	4568	653	643	471	661	915	615	531	464	558	516	2271	806	668	2785	730	763	2717	744	891	2799	"EXD2"	"NM"	"018199"	"NM_018199"	21201	4.6411996497373
"NM_001286823_EXD3"	969	42	24	25	49	53	35	32	23	142	11	131	120	22	147	160	24	162	195	21	146	"EXD3"	"NM"	"001286823"	"NM_001286823"	1564	1.6140350877193
"NM_006027_EXO1"	3194	1714	1722	1356	1466	2299	1620	1541	892	319	2141	1647	360	1705	1613	403	2960	1925	314	2578	1991	"EXO1"	"NM"	"006027"	"NM_006027"	30566	9.56981840951785
"NM_001346948_EXO5"	1695	0	2	1	1	0	0	4	2	0	0	1	1	0	1	2	0	0	0	0	0	"EXO5"	"NM"	"001346948"	"NM_001346948"	15	0.00884955752212389
"NM_018261_EXOC1"	3426	506	415	380	456	608	454	472	206	295	436	1491	394	504	1911	352	725	1854	375	660	1867	"EXOC1"	"NM"	"018261"	"NM_018261"	14361	4.19176882661997
"NM_001351575_EXOC1L"	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"EXOC1L"	"NM"	"001351575"	"NM_001351575"	0	0
"NM_018303_EXOC2"	4456	971	948	711	891	1303	950	875	547	684	732	1446	817	644	1518	874	1021	1882	776	1039	1815	"EXOC2"	"NM"	"018303"	"NM_018303"	20444	4.58797127468582
"NM_007277_EXOC3"	2800	1120	1174	937	1190	1434	1274	1001	1423	833	983	1798	1033	898	1784	1154	1483	1928	1138	1249	1960	"EXOC3"	"NM"	"007277"	"NM_007277"	25794	9.21214285714286
"NR_126522_EXOC3-AS1"	1325	50	44	45	41	64	43	43	53	26	31	53	29	32	50	26	32	66	35	42	62	"EXOC3-AS1"	"NR"	"126522"	"NR_126522"	867	0.654339622641509
"NM_178516_EXOC3L1"	2429	6	16	6	10	17	6	12	7	3	1	6	9	2	6	3	0	10	6	1	17	"EXOC3L1"	"NM"	"178516"	"NM_178516"	144	0.0592836558254426
"NM_138568_EXOC3L2"	1963	1	2	3	5	3	0	3	2	1	1	4	0	0	0	1	0	2	0	0	1	"EXOC3L2"	"NM"	"138568"	"NM_138568"	29	0.0147733061640346
"NM_001077594_EXOC3L4"	2579	4	3	5	0	5	10	3	2	0	0	0	2	0	2	0	0	1	0	3	1	"EXOC3L4"	"NM"	"001077594"	"NM_001077594"	41	0.0158976347421481
"NM_021807_EXOC4"	4181	940	1000	719	888	1427	1095	855	756	806	647	1200	893	602	1216	992	954	1538	843	846	1466	"EXOC4"	"NM"	"021807"	"NM_021807"	19683	4.70772542453958
"NM_006544_EXOC5"	10486	1756	1611	1407	1513	2463	1527	1696	538	1339	1894	2390	1926	1950	2582	1792	2674	3369	1464	2900	3009	"EXOC5"	"NM"	"006544"	"NM_006544"	39800	3.79553690635133
"NM_019053_EXOC6"	3562	525	436	419	456	672	472	433	152	249	379	618	353	338	647	393	563	879	304	585	875	"EXOC6"	"NM"	"019053"	"NM_019053"	9748	2.73666479505896
"NM_015189_EXOC6B"	5910	1063	987	762	908	1466	1049	906	696	532	603	841	743	633	945	701	937	1270	745	905	1064	"EXOC6B"	"NM"	"015189"	"NM_015189"	17756	3.00439932318105
"NM_015219_EXOC7"	4689	3195	3287	2429	3068	3914	3507	2762	3910	2399	2130	3446	2588	1895	3689	2702	3110	4035	2661	2665	4181	"EXOC7"	"NM"	"015219"	"NM_015219"	61573	13.1313712945191
"NM_175876_EXOC8"	5100	875	842	697	778	1187	858	761	481	1078	744	1752	1366	877	1746	1530	1125	1901	1319	1153	1899	"EXOC8"	"NM"	"175876"	"NM_175876"	22969	4.50372549019608
"NM_005107_EXOG"	3076	480	403	351	391	569	385	421	259	115	212	469	139	189	576	128	268	527	106	293	587	"EXOG"	"NM"	"005107"	"NM_005107"	6868	2.23276983094928
"NM_016046_EXOSC1"	1145	366	390	303	353	549	409	335	326	378	491	886	346	440	962	436	687	1152	404	615	1037	"EXOSC1"	"NM"	"016046"	"NM_016046"	10865	9.48908296943231
"NM_001001998_EXOSC10"	2795	2727	2879	2077	2558	3575	2766	2383	2363	1904	3005	5685	2213	2783	6666	2304	4627	5999	2255	3886	6240	"EXOSC10"	"NM"	"001001998"	"NM_001001998"	68895	24.649373881932
"NR_135061_EXOSC10-AS1"	542	28	37	22	37	62	40	40	45	12	10	24	7	13	27	6	25	32	9	21	31	"EXOSC10-AS1"	"NR"	"135061"	"NR_135061"	528	0.974169741697417
"NM_014285_EXOSC2"	2012	1810	1714	1391	1651	2397	1965	1494	1208	684	1344	2285	914	1233	2819	788	1819	2619	905	1708	2825	"EXOSC2"	"NM"	"014285"	"NM_014285"	33573	16.6863817097415
"NM_016042_EXOSC3"	1813	769	776	638	688	1152	887	615	417	473	714	751	576	593	876	519	1009	1076	535	926	969	"EXOSC3"	"NM"	"016042"	"NM_016042"	14959	8.25096525096525
"NM_019037_EXOSC4"	842	850	925	720	814	1191	1187	713	1036	684	701	930	603	512	1014	636	981	1392	737	839	1029	"EXOSC4"	"NM"	"019037"	"NM_019037"	17494	20.7767220902613
"NM_020158_EXOSC5"	998	660	772	540	620	960	918	590	887	763	645	1335	640	565	1383	818	868	1988	813	795	1722	"EXOSC5"	"NM"	"020158"	"NM_020158"	18282	18.3186372745491
"NM_058219_EXOSC6"	5163	1873	1969	1550	1889	2924	2365	1707	1904	839	534	2270	1247	563	2409	1194	706	2745	1206	895	2750	"EXOSC6"	"NM"	"058219"	"NM_058219"	33539	6.49602944024792
"NM_015004_EXOSC7"	1042	609	749	492	658	1016	905	625	485	643	899	1403	654	806	1345	698	1239	1846	732	1023	1597	"EXOSC7"	"NM"	"015004"	"NM_015004"	18424	17.6813819577735
"NM_181503_EXOSC8"	1166	827	706	600	607	1028	666	698	317	715	1038	2333	897	1078	2637	873	1455	2806	897	1591	2824	"EXOSC8"	"NM"	"181503"	"NM_181503"	24593	21.0917667238422
"NM_005033_EXOSC9"	1587	1242	1320	1007	1076	1801	1209	1231	703	967	2200	2467	1063	1874	2376	1236	3074	3780	1086	2861	3076	"EXOSC9"	"NM"	"005033"	"NM_005033"	35649	22.4631379962193
"NM_001308019_EXPH5"	10086	1649	1656	1307	1520	2116	1392	1723	1003	1117	1358	2819	1538	1991	3236	1381	2097	2970	1428	2553	3314	"EXPH5"	"NM"	"001308019"	"NM_001308019"	38168	3.78425540352965
"NM_000127_EXT1"	3361	1400	1530	1086	1457	2323	1830	1281	1434	1275	847	2978	1814	973	3338	1661	1207	3005	1405	1270	3195	"EXT1"	"NM"	"000127"	"NM_000127"	35309	10.5055043141922
"NM_000401_EXT2"	3455	1689	1827	1305	1579	2553	1984	1551	1629	1887	2000	5770	2536	2529	6574	2235	2865	6686	2300	3170	6541	"EXT2"	"NM"	"000401"	"NM_000401"	59210	17.137481910275
"NM_004455_EXTL1"	4019	13	13	2	10	10	13	10	6	3	0	5	1	1	4	0	0	13	0	2	3	"EXTL1"	"NM"	"004455"	"NM_004455"	109	0.0271211744214979
"NM_001033025_EXTL2"	2825	550	456	379	418	662	396	479	186	612	773	3969	1052	875	4675	830	1063	4862	835	1193	4533	"EXTL2"	"NM"	"001033025"	"NM_001033025"	28798	10.193982300885
"NR_073468_EXTL3"	3623	1567	1679	1285	1516	2193	1849	1304	1629	1464	1320	2195	1654	1321	2247	1568	1735	2206	1589	1866	2627	"EXTL3"	"NR"	"073468"	"NR_073468"	34814	9.60916367651118
"NR_126027_EXTL3-AS1"	780	22	13	10	19	26	12	11	14	0	1	9	3	3	6	1	0	7	3	3	8	"EXTL3-AS1"	"NR"	"126027"	"NR_126027"	171	0.219230769230769
"NM_001370334_EYA1"	4109	0	0	0	0	0	0	0	0	0	0	7	0	2	3	0	0	4	0	1	5	"EYA1"	"NM"	"001370334"	"NM_001370334"	22	0.00535410075444147
"NM_172110_EYA2"	2465	5	0	0	2	11	3	1	9	1	0	0	0	0	0	0	1	1	0	1	1	"EYA2"	"NM"	"172110"	"NM_172110"	36	0.014604462474645
"NM_001282561_EYA3"	5888	1652	1769	1328	1589	2409	1799	1537	1113	928	1225	1688	1145	1157	1928	1245	1858	1836	1003	1660	2023	"EYA3"	"NM"	"001282561"	"NM_001282561"	30892	5.24660326086957
"NM_001370458_EYA4"	5632	0	1	3	2	2	3	3	1	0	1	10	2	3	6	2	0	9	0	0	10	"EYA4"	"NM"	"001370458"	"NM_001370458"	58	0.0102982954545455
"NM_001292009_EYS"	10652	214	163	131	156	196	141	166	57	52	18	43	84	20	46	54	42	58	60	41	74	"EYS"	"NM"	"001292009"	"NM_001292009"	1816	0.170484416072099
"NM_001321079_EZH1"	4542	621	645	603	622	754	601	558	540	266	667	714	404	716	856	386	1003	727	360	915	754	"EZH1"	"NM"	"001321079"	"NM_001321079"	12712	2.79876706296786
"NM_152998_EZH2"	2522	1619	1580	1300	1440	2321	1723	1501	973	864	2042	4766	1186	1923	5532	1203	2803	5001	1081	2734	5299	"EZH2"	"NM"	"152998"	"NM_152998"	46891	18.5927835051546
"NM_203407_EZHIP"	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"EZHIP"	"NM"	"203407"	"NM_203407"	0	0
"NM_001111077_EZR"	3052	47665	48874	36935	43172	72567	57060	39854	40454	35422	29192	45098	37940	25900	46946	42218	41774	56369	35585	37799	50594	"EZR"	"NM"	"001111077"	"NM_001111077"	871418	285.523591087811
"NR_102425_EZR-AS1"	349	146	198	132	179	209	200	132	192	2	3	5	1	3	11	3	2	8	4	4	3	"EZR-AS1"	"NR"	"102425"	"NR_102425"	1437	4.11747851002865
"NM_000504_F10"	1536	15	25	11	13	14	20	16	17	48	3	162	42	9	171	46	7	170	55	9	170	"F10"	"NM"	"000504"	"NM_000504"	1023	0.666015625
"NR_126424_F10-AS1"	455	0	1	0	2	2	1	0	1	0	0	1	1	0	1	1	0	3	0	0	1	"F10-AS1"	"NR"	"126424"	"NR_126424"	15	0.032967032967033
